Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,school_bus,< 5,50,66,59,58.333333333333336
male,group D,associate's degree,standard,completed,divorced,regularly,yes,1,private,5 - 10,77,74,72,74.33333333333333
female,group D,high school,standard,none,divorced,sometimes,yes,3,private,5 - 10,52,68,61,60.333333333333336
female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,45,56,60,53.666666666666664
female,group C,high school,standard,none,married,regularly,yes,4,private,5 - 10,35,40,45,40.0
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,private,5 - 10,48,55,44,49.0
female,group C,associate's degree,standard,completed,married,never,yes,2,school_bus,5 - 10,77,85,79,80.33333333333333
male,group D,high school,free/reduced,none,single,sometimes,yes,4,school_bus,5 - 10,48,43,37,42.666666666666664
female,group B,some college,standard,completed,married,never,yes,0,school_bus,> 10,66,78,82,75.33333333333333
male,group B,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,46,43,45,44.666666666666664
male,group D,master's degree,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,72,70,66,69.33333333333333
female,group C,high school,standard,completed,single,regularly,no,2,school_bus,5 - 10,79,89,88,85.33333333333333
male,group B,some college,free/reduced,none,single,regularly,yes,4,school_bus,5 - 10,63,63,60,62.0
female,group D,associate's degree,free/reduced,completed,single,regularly,yes,2,school_bus,5 - 10,82,91,94,89.0
male,group D,some college,free/reduced,none,divorced,regularly,yes,3,school_bus,5 - 10,69,68,65,67.33333333333333
female,group C,some college,standard,none,married,sometimes,no,2,private,5 - 10,82,94,88,88.0
male,group D,high school,standard,none,married,sometimes,yes,5,private,5 - 10,62,59,54,58.333333333333336
female,group E,some high school,standard,none,married,sometimes,yes,3,school_bus,5 - 10,94,97,97,96.0
male,group C,some college,free/reduced,none,divorced,sometimes,no,1,private,5 - 10,59,53,57,56.333333333333336
female,group C,high school,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,41,45,42,42.666666666666664
male,group D,high school,standard,completed,married,never,yes,1,school_bus,> 10,66,54,57,59.0
male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,0,private,< 5,46,51,50,49.0
male,group D,associate's degree,standard,none,married,regularly,yes,1,private,> 10,89,84,72,81.66666666666667
female,group B,some college,standard,completed,married,sometimes,no,4,school_bus,< 5,65,75,77,72.33333333333333
male,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,60,60,61,60.333333333333336
male,group A,bachelor's degree,standard,completed,married,never,yes,2,private,> 10,68,73,74,71.66666666666667
male,group B,some high school,standard,none,married,sometimes,no,3,school_bus,5 - 10,61,62,58,60.333333333333336
female,group E,bachelor's degree,free/reduced,completed,widowed,regularly,no,3,private,< 5,73,83,85,80.33333333333333
female,group B,associate's degree,standard,none,married,regularly,yes,2,private,5 - 10,69,82,80,77.0
female,group C,some college,standard,none,married,sometimes,yes,1,private,5 - 10,66,74,69,69.66666666666667
female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,5 - 10,59,65,69,64.33333333333333
female,group B,high school,free/reduced,none,married,regularly,yes,2,private,5 - 10,69,92,82,81.0
female,group D,bachelor's degree,standard,completed,married,regularly,yes,3,private,< 5,80,90,98,89.33333333333333
male,group D,some high school,standard,none,married,sometimes,no,1,private,> 10,54,44,44,47.333333333333336
female,group C,some college,free/reduced,completed,married,regularly,yes,4,school_bus,< 5,75,77,84,78.66666666666667
female,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,4,school_bus,> 10,35,48,49,44.0
female,group C,some high school,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,64,67,65,65.33333333333333
male,group E,associate's degree,standard,completed,single,regularly,yes,1,private,5 - 10,74,71,70,71.66666666666667
female,group B,associate's degree,standard,none,divorced,never,no,2,school_bus,< 5,63,80,79,74.0
female,group D,some college,standard,none,married,regularly,yes,1,private,5 - 10,56,66,67,63.0
male,group B,some high school,free/reduced,completed,single,regularly,no,5,school_bus,5 - 10,68,80,77,75.0
male,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,5 - 10,59,61,60,60.0
male,group C,high school,standard,none,divorced,sometimes,yes,1,school_bus,5 - 10,82,69,70,73.66666666666667
male,group C,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,86,80,80,82.0
male,group D,associate's degree,standard,none,married,sometimes,no,4,school_bus,< 5,82,80,81,81.0
female,group C,high school,free/reduced,completed,divorced,regularly,no,2,private,< 5,46,70,66,60.666666666666664
female,group B,some high school,standard,completed,married,regularly,no,4,private,< 5,60,61,66,62.333333333333336
female,group A,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,5 - 10,51,58,56,55.0
female,group D,high school,standard,none,divorced,sometimes,no,2,school_bus,5 - 10,64,64,62,63.333333333333336
male,group B,some college,free/reduced,none,married,sometimes,no,3,private,< 5,59,59,60,59.333333333333336
female,group E,high school,standard,none,married,sometimes,no,1,school_bus,< 5,77,82,76,78.33333333333333
male,group C,associate's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,68,71,74,71.0
female,group D,high school,standard,none,married,regularly,yes,1,school_bus,5 - 10,74,80,79,77.66666666666667
female,group D,some college,standard,none,married,sometimes,yes,1,private,> 10,88,93,93,91.33333333333333
male,group A,high school,standard,completed,single,sometimes,no,3,private,5 - 10,58,46,42,48.666666666666664
male,group D,high school,free/reduced,none,married,regularly,yes,2,school_bus,> 10,49,56,46,50.333333333333336
female,group C,some high school,standard,none,married,regularly,yes,0,school_bus,5 - 10,45,65,59,56.333333333333336
male,group C,master's degree,standard,none,married,regularly,no,4,private,> 10,83,80,86,83.0
male,group C,some high school,standard,none,married,sometimes,yes,1,private,5 - 10,68,67,58,64.33333333333333
male,group C,some high school,free/reduced,completed,single,regularly,yes,2,private,> 10,64,53,60,59.0
male,group E,associate's degree,standard,none,married,sometimes,no,4,private,< 5,78,77,67,74.0
female,group E,some high school,standard,completed,divorced,regularly,yes,0,school_bus,< 5,88,82,87,85.66666666666667
female,group C,some college,standard,completed,married,sometimes,no,2,school_bus,> 10,71,77,80,76.0
female,group C,some high school,standard,completed,married,regularly,yes,4,private,5 - 10,71,82,77,76.66666666666667
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,1,private,< 5,36,59,58,51.0
female,group C,some college,standard,none,single,never,no,3,school_bus,5 - 10,83,89,86,86.0
female,group C,some college,standard,none,married,never,no,2,school_bus,> 10,42,55,51,49.333333333333336
female,group C,high school,standard,completed,married,sometimes,yes,4,school_bus,5 - 10,65,74,78,72.33333333333333
male,group C,high school,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,57,60,56,57.666666666666664
male,group D,some college,standard,none,married,sometimes,no,5,school_bus,5 - 10,85,90,89,88.0
female,group C,some high school,free/reduced,completed,married,sometimes,no,4,school_bus,5 - 10,50,66,70,62.0
female,group A,some college,standard,none,married,regularly,yes,4,private,> 10,79,77,83,79.66666666666667
female,group D,high school,standard,none,married,sometimes,no,2,school_bus,< 5,77,83,79,79.66666666666667
female,group D,associate's degree,standard,completed,single,sometimes,no,2,school_bus,5 - 10,64,68,77,69.66666666666667
female,group D,associate's degree,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,59,65,67,63.666666666666664
female,group B,bachelor's degree,standard,completed,divorced,regularly,yes,5,school_bus,5 - 10,65,74,74,71.0
female,group C,high school,standard,none,married,regularly,yes,2,school_bus,5 - 10,54,61,61,58.666666666666664
female,group C,high school,standard,none,married,regularly,yes,5,school_bus,< 5,62,74,68,68.0
female,group C,some college,free/reduced,completed,married,sometimes,no,3,school_bus,5 - 10,71,93,91,85.0
male,group E,high school,standard,none,single,regularly,yes,0,school_bus,5 - 10,66,61,53,60.0
male,group D,some high school,standard,none,single,regularly,no,1,school_bus,5 - 10,94,92,78,88.0
male,group D,high school,standard,none,married,regularly,yes,2,school_bus,5 - 10,89,81,79,83.0
male,group B,high school,standard,none,single,sometimes,yes,1,school_bus,5 - 10,47,44,43,44.666666666666664
male,group C,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,71,68,65,68.0
female,group C,bachelor's degree,standard,completed,divorced,regularly,no,2,school_bus,5 - 10,54,78,78,70.0
female,group C,some high school,standard,none,married,sometimes,yes,3,private,< 5,62,77,69,69.33333333333333
female,group E,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,96,99,100,98.33333333333333
male,group E,high school,standard,completed,married,sometimes,yes,3,school_bus,5 - 10,73,76,72,73.66666666666667
female,group A,some high school,standard,none,divorced,regularly,no,1,school_bus,> 10,71,67,69,69.0
male,group D,some college,standard,none,single,regularly,yes,3,school_bus,< 5,89,88,84,87.0
female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,58,63,62,61.0
female,group D,high school,standard,none,married,regularly,yes,4,school_bus,5 - 10,54,50,55,53.0
female,group D,associate's degree,standard,none,married,regularly,yes,2,private,> 10,90,86,92,89.33333333333333
female,group C,some college,free/reduced,completed,married,sometimes,no,1,private,> 10,50,68,69,62.333333333333336
male,group C,some high school,free/reduced,none,married,sometimes,no,4,private,5 - 10,29,30,30,29.666666666666668
male,group C,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,5 - 10,70,76,72,72.66666666666667
male,group C,some high school,free/reduced,completed,single,never,yes,4,school_bus,< 5,67,76,66,69.66666666666667
female,group D,associate's degree,standard,completed,divorced,never,yes,1,school_bus,< 5,47,53,56,52.0
male,group B,associate's degree,standard,none,married,never,no,2,school_bus,5 - 10,73,70,63,68.66666666666667
female,group D,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,53,68,62,61.0
male,group D,bachelor's degree,standard,none,single,sometimes,yes,4,school_bus,5 - 10,72,70,68,70.0
female,group B,high school,free/reduced,completed,married,sometimes,yes,2,private,5 - 10,47,58,54,53.0
male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,5,private,< 5,63,69,59,63.666666666666664
female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,2,private,5 - 10,74,87,88,83.0
female,group D,some college,standard,completed,single,regularly,no,3,school_bus,> 10,84,90,100,91.33333333333333
male,group D,some college,free/reduced,completed,divorced,sometimes,yes,1,private,> 10,80,79,78,79.0
male,group C,associate's degree,standard,none,married,sometimes,yes,2,private,5 - 10,53,55,47,51.666666666666664
male,group C,bachelor's degree,standard,completed,single,sometimes,no,2,school_bus,5 - 10,58,55,51,54.666666666666664
female,group C,bachelor's degree,standard,completed,married,regularly,yes,6,private,< 5,81,89,93,87.66666666666667
male,group C,associate's degree,free/reduced,completed,single,sometimes,no,2,school_bus,5 - 10,68,82,80,76.66666666666667
female,group C,some college,standard,completed,married,regularly,yes,2,private,5 - 10,73,79,82,78.0
male,group B,high school,standard,none,single,sometimes,yes,2,private,5 - 10,36,32,36,34.666666666666664
male,group C,some college,free/reduced,none,married,sometimes,no,1,private,5 - 10,61,58,59,59.333333333333336
male,group D,some high school,standard,completed,married,sometimes,yes,1,private,> 10,89,79,81,83.0
male,group B,high school,free/reduced,none,divorced,never,yes,2,private,5 - 10,63,65,57,61.666666666666664
female,group C,bachelor's degree,standard,none,married,sometimes,no,4,school_bus,5 - 10,75,84,85,81.33333333333333
female,group C,some high school,free/reduced,none,single,sometimes,no,1,school_bus,5 - 10,46,57,52,51.666666666666664
male,group D,some high school,free/reduced,none,married,never,no,1,private,5 - 10,59,60,50,56.333333333333336
female,group B,some college,standard,none,married,never,yes,2,school_bus,> 10,79,89,87,85.0
female,group D,some college,standard,none,single,sometimes,no,2,school_bus,< 5,64,71,71,68.66666666666667
male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,70,65,58,64.33333333333333
female,group C,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,46,59,61,55.333333333333336
female,group B,associate's degree,free/reduced,none,single,regularly,yes,3,private,> 10,43,58,52,51.0
female,group D,some college,free/reduced,none,married,never,yes,5,private,5 - 10,42,65,66,57.666666666666664
male,group C,some college,free/reduced,completed,married,sometimes,yes,4,school_bus,5 - 10,68,64,71,67.66666666666667
male,group D,associate's degree,free/reduced,none,married,never,yes,3,school_bus,> 10,51,57,46,51.333333333333336
male,group D,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,68,60,50,59.333333333333336
female,group D,some college,standard,none,married,regularly,yes,4,school_bus,> 10,74,76,83,77.66666666666667
male,group A,high school,free/reduced,none,married,sometimes,no,3,school_bus,> 10,63,62,61,62.0
female,group C,high school,free/reduced,completed,single,never,no,2,private,5 - 10,52,63,64,59.666666666666664
male,group C,high school,free/reduced,none,single,never,yes,3,school_bus,< 5,34,33,29,32.0
female,group D,some college,free/reduced,completed,married,regularly,yes,3,private,5 - 10,44,58,61,54.333333333333336
female,group C,bachelor's degree,free/reduced,none,widowed,sometimes,yes,2,school_bus,5 - 10,66,75,72,71.0
male,group D,high school,standard,none,married,sometimes,yes,5,school_bus,5 - 10,65,55,57,59.0
male,group B,bachelor's degree,standard,completed,single,sometimes,yes,1,private,> 10,86,80,85,83.66666666666667
female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,2,private,5 - 10,42,58,57,52.333333333333336
female,group D,associate's degree,free/reduced,none,divorced,regularly,yes,1,school_bus,5 - 10,56,77,73,68.66666666666667
female,group C,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,75,77,78,76.66666666666667
male,group B,associate's degree,standard,none,married,sometimes,yes,1,private,5 - 10,75,82,84,80.33333333333333
female,group B,some college,standard,none,married,never,yes,1,school_bus,5 - 10,54,61,66,60.333333333333336
male,group C,some high school,standard,none,married,regularly,yes,4,school_bus,5 - 10,70,62,60,64.0
female,group E,some college,standard,none,married,never,yes,3,school_bus,< 5,79,89,85,84.33333333333333
male,group D,master's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,76,88,85,83.0
female,group D,high school,standard,none,single,never,yes,6,school_bus,5 - 10,83,93,90,88.66666666666667
female,group B,high school,standard,none,married,never,yes,2,school_bus,< 5,63,69,66,66.0
female,group B,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,58,65,66,63.0
female,group C,some college,free/reduced,none,married,regularly,yes,1,private,5 - 10,53,60,62,58.333333333333336
female,group E,high school,free/reduced,none,married,regularly,yes,2,school_bus,< 5,51,63,65,59.666666666666664
male,group B,associate's degree,standard,none,married,regularly,yes,1,private,< 5,63,59,62,61.333333333333336
male,group B,some college,standard,none,married,never,yes,2,private,< 5,65,70,64,66.33333333333333
female,group A,high school,free/reduced,none,married,regularly,yes,1,private,< 5,34,51,48,44.333333333333336
male,group B,bachelor's degree,standard,completed,married,never,no,7,school_bus,< 5,65,61,58,61.333333333333336
female,group D,some college,free/reduced,none,married,regularly,yes,4,school_bus,5 - 10,46,53,57,52.0
female,group D,some college,free/reduced,completed,married,sometimes,yes,4,school_bus,> 10,54,58,72,61.333333333333336
female,group B,some college,free/reduced,none,married,regularly,no,4,school_bus,< 5,60,69,78,69.0
male,group E,high school,standard,none,married,regularly,no,3,school_bus,5 - 10,87,76,77,80.0
female,group C,master's degree,standard,none,married,sometimes,no,4,school_bus,< 5,76,79,82,79.0
female,group D,high school,standard,completed,married,regularly,no,1,school_bus,< 5,69,81,85,78.33333333333333
female,group A,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,46,61,57,54.666666666666664
female,group C,some high school,standard,completed,divorced,sometimes,yes,3,private,5 - 10,42,54,57,51.0
male,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,58,62,57,59.0
female,group B,bachelor's degree,standard,completed,married,sometimes,yes,0,school_bus,> 10,65,71,75,70.33333333333333
male,group C,master's degree,standard,none,single,sometimes,yes,2,private,> 10,100,93,92,95.0
male,group D,associate's degree,standard,none,married,never,no,1,private,> 10,84,81,78,81.0
male,group C,some high school,free/reduced,none,married,regularly,yes,4,school_bus,5 - 10,29,30,25,28.0
female,group C,high school,standard,none,divorced,sometimes,yes,3,private,5 - 10,66,79,75,73.33333333333333
male,group B,some college,standard,completed,married,regularly,yes,1,private,< 5,80,79,82,80.33333333333333
female,group B,some college,standard,none,widowed,sometimes,yes,0,school_bus,5 - 10,84,95,87,88.66666666666667
male,group B,high school,standard,none,married,never,no,2,school_bus,> 10,58,63,59,60.0
female,group C,some high school,standard,none,married,sometimes,yes,2,private,5 - 10,49,66,62,59.0
male,group C,some college,standard,completed,married,sometimes,yes,1,private,5 - 10,85,75,73,77.66666666666667
male,group B,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,57,55,55,55.666666666666664
male,group A,some college,standard,completed,married,regularly,yes,1,private,< 5,85,88,88,87.0
female,group B,some college,standard,completed,widowed,sometimes,yes,5,school_bus,> 10,54,52,61,55.666666666666664
male,group C,master's degree,free/reduced,none,single,regularly,no,3,private,< 5,62,58,61,60.333333333333336
male,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,51,51,49,50.333333333333336
male,group D,some college,standard,none,divorced,never,yes,2,school_bus,5 - 10,93,86,87,88.66666666666667
female,group C,high school,free/reduced,none,single,regularly,yes,5,school_bus,> 10,41,48,40,43.0
male,group B,some college,standard,none,married,sometimes,yes,3,private,< 5,79,72,73,74.66666666666667
female,group E,some high school,standard,none,married,never,yes,0,private,5 - 10,60,68,66,64.66666666666667
female,group C,associate's degree,standard,none,single,sometimes,no,3,private,5 - 10,62,70,70,67.33333333333333
female,group A,some college,standard,completed,married,regularly,yes,3,school_bus,5 - 10,62,75,74,70.33333333333333
male,group C,associate's degree,standard,none,divorced,regularly,yes,2,private,5 - 10,76,69,65,70.0
male,group E,some high school,standard,none,single,regularly,yes,3,private,5 - 10,75,75,65,71.66666666666667
female,group C,some college,free/reduced,none,single,regularly,no,2,private,< 5,36,53,48,45.666666666666664
female,group A,bachelor's degree,standard,completed,single,sometimes,no,5,school_bus,5 - 10,63,72,78,71.0
female,group C,some high school,free/reduced,none,married,sometimes,yes,4,private,< 5,30,35,34,33.0
female,group D,some college,standard,completed,divorced,sometimes,yes,2,private,5 - 10,93,100,100,97.66666666666667
female,group E,associate's degree,free/reduced,none,widowed,sometimes,no,2,school_bus,5 - 10,71,80,79,76.66666666666667
male,group C,some high school,standard,completed,married,never,no,1,private,5 - 10,66,51,55,57.333333333333336
female,group B,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,> 10,52,66,67,61.666666666666664
male,group A,bachelor's degree,standard,none,single,sometimes,no,1,private,> 10,76,71,71,72.66666666666667
female,group D,some college,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,60,66,62,62.666666666666664
male,group C,some college,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,86,88,71,81.66666666666667
male,group C,some college,standard,completed,married,never,yes,1,school_bus,5 - 10,61,62,58,60.333333333333336
female,group C,associate's degree,standard,none,married,regularly,yes,3,school_bus,> 10,83,74,85,80.66666666666667
female,group D,associate's degree,standard,completed,divorced,regularly,yes,1,school_bus,> 10,83,89,90,87.33333333333333
male,group B,some college,standard,completed,divorced,sometimes,yes,0,private,5 - 10,89,80,86,85.0
female,group C,some college,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,55,64,66,61.666666666666664
female,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,44,55,48,49.0
female,group C,some high school,standard,none,divorced,sometimes,yes,2,private,5 - 10,73,84,86,81.0
female,group B,some high school,standard,none,married,never,yes,0,private,< 5,41,48,44,44.333333333333336
female,group B,some college,standard,completed,married,sometimes,no,1,school_bus,> 10,84,89,88,87.0
female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,5 - 10,91,100,100,97.0
male,group D,some college,standard,none,married,sometimes,yes,1,private,5 - 10,78,65,67,70.0
female,group D,master's degree,standard,none,divorced,sometimes,yes,3,school_bus,5 - 10,73,84,94,83.66666666666667
female,group C,some college,standard,completed,married,regularly,no,3,school_bus,< 5,35,45,45,41.666666666666664
male,group C,associate's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,81,89,81,83.66666666666667
male,group E,high school,standard,completed,divorced,regularly,yes,3,school_bus,< 5,99,92,89,93.33333333333333
female,group C,some high school,free/reduced,completed,single,regularly,yes,2,private,> 10,65,80,77,74.0
female,group E,high school,standard,none,married,regularly,no,2,private,5 - 10,73,73,67,71.0
female,group C,some high school,free/reduced,none,married,sometimes,no,5,school_bus,5 - 10,41,50,51,47.333333333333336
female,group C,some high school,standard,completed,single,never,no,2,private,5 - 10,54,64,64,60.666666666666664
male,group E,master's degree,standard,none,divorced,regularly,no,4,school_bus,< 5,96,95,93,94.66666666666667
male,group B,bachelor's degree,standard,completed,single,regularly,yes,0,school_bus,> 10,93,93,100,95.33333333333333
male,group C,high school,standard,none,married,regularly,yes,1,school_bus,5 - 10,75,77,66,72.66666666666667
female,group D,associate's degree,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,73,85,82,80.0
male,group E,master's degree,standard,none,married,sometimes,yes,3,school_bus,5 - 10,83,70,68,73.66666666666667
male,group D,some college,free/reduced,none,married,regularly,no,2,private,5 - 10,63,56,55,58.0
male,group B,master's degree,standard,none,married,regularly,no,3,private,5 - 10,76,60,65,67.0
male,group D,some college,free/reduced,none,widowed,regularly,no,1,school_bus,5 - 10,67,65,59,63.666666666666664
male,group C,high school,standard,none,divorced,sometimes,yes,3,school_bus,5 - 10,45,40,39,41.333333333333336
female,group D,some high school,standard,none,married,never,no,1,school_bus,5 - 10,85,90,92,89.0
female,group B,some college,standard,none,married,sometimes,no,7,private,> 10,72,87,86,81.66666666666667
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,68,65,67,66.66666666666667
female,group C,some high school,free/reduced,none,single,never,yes,4,private,5 - 10,28,39,37,34.666666666666664
female,group E,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,88,96,95,93.0
male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0,private,5 - 10,74,75,65,71.33333333333333
female,group E,bachelor's degree,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,64,65,70,66.33333333333333
female,group C,high school,standard,none,married,sometimes,yes,0,school_bus,5 - 10,77,83,81,80.33333333333333
male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1,private,> 10,90,86,87,87.66666666666667
male,group D,bachelor's degree,standard,completed,married,never,no,1,private,> 10,95,96,98,96.33333333333333
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,79,71,77,75.66666666666667
female,group A,high school,standard,none,single,sometimes,yes,3,private,5 - 10,54,54,53,53.666666666666664
male,group C,bachelor's degree,standard,none,married,sometimes,yes,0,school_bus,5 - 10,85,81,72,79.33333333333333
male,group A,associate's degree,standard,completed,married,sometimes,yes,1,private,> 10,62,62,64,62.666666666666664
female,group E,high school,standard,none,single,regularly,yes,0,private,< 5,61,62,63,62.0
male,group D,some college,free/reduced,none,divorced,never,yes,1,private,< 5,72,70,73,71.66666666666667
male,group C,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,5 - 10,69,55,57,60.333333333333336
female,group C,bachelor's degree,standard,completed,married,regularly,yes,2,private,> 10,59,63,70,64.0
male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,4,private,5 - 10,38,46,39,41.0
male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,67,64,67,66.0
male,group C,some college,standard,none,married,regularly,yes,3,private,< 5,75,63,64,67.33333333333333
female,group B,associate's degree,standard,none,married,never,no,2,school_bus,< 5,50,56,53,53.0
female,group C,some college,free/reduced,completed,single,sometimes,no,3,school_bus,5 - 10,49,61,60,56.666666666666664
female,group C,high school,free/reduced,completed,married,regularly,no,1,private,< 5,34,47,48,43.0
male,group D,high school,standard,none,single,sometimes,yes,4,private,> 10,85,72,77,78.0
female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,private,< 5,79,84,83,82.0
male,group A,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,78,86,83,82.33333333333333
male,group E,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,64,65,61,63.333333333333336
female,group C,some college,standard,completed,married,regularly,yes,1,private,< 5,50,72,72,64.66666666666667
female,group D,associate's degree,standard,none,married,sometimes,no,3,school_bus,5 - 10,35,47,49,43.666666666666664
female,group E,some high school,standard,none,single,sometimes,no,4,private,5 - 10,72,82,79,77.66666666666667
female,group B,high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,23,33,34,30.0
male,group D,some college,free/reduced,none,single,regularly,yes,1,school_bus,5 - 10,52,51,49,50.666666666666664
female,group E,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,64,75,69,69.33333333333333
female,group E,some high school,standard,completed,single,regularly,yes,2,school_bus,5 - 10,89,87,96,90.66666666666667
male,group D,high school,standard,none,single,sometimes,no,1,private,5 - 10,51,48,49,49.333333333333336
female,group C,some college,standard,none,single,sometimes,yes,5,school_bus,5 - 10,73,84,83,80.0
female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,5 - 10,40,43,43,42.0
male,group E,high school,standard,none,married,regularly,no,2,school_bus,5 - 10,80,77,72,76.33333333333333
male,group D,high school,standard,none,married,sometimes,yes,1,private,5 - 10,93,77,78,82.66666666666667
male,group B,some college,standard,completed,married,never,yes,2,private,< 5,63,67,68,66.0
female,group B,some college,standard,none,single,sometimes,yes,0,private,< 5,64,70,66,66.66666666666667
male,group C,some high school,free/reduced,none,married,regularly,yes,0,private,5 - 10,75,79,69,74.33333333333333
male,group E,some college,standard,none,married,regularly,yes,2,school_bus,5 - 10,98,87,95,93.33333333333333
male,group C,some high school,standard,none,divorced,sometimes,no,3,school_bus,5 - 10,56,51,45,50.666666666666664
female,group D,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,55,73,69,65.66666666666667
male,group E,bachelor's degree,standard,none,married,regularly,yes,4,private,> 10,58,56,59,57.666666666666664
male,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,< 5,60,71,58,63.0
male,group E,some college,free/reduced,none,married,regularly,yes,2,school_bus,5 - 10,57,60,52,56.333333333333336
female,group D,some college,standard,completed,married,sometimes,yes,1,private,5 - 10,53,67,72,64.0
male,group C,some college,standard,none,married,never,yes,1,private,> 10,80,67,63,70.0
female,group B,some high school,standard,none,married,regularly,no,3,school_bus,5 - 10,66,71,72,69.66666666666667
female,group E,some college,standard,none,single,never,yes,3,school_bus,> 10,30,35,33,32.666666666666664
male,group B,associate's degree,standard,none,divorced,never,no,5,school_bus,5 - 10,47,49,46,47.333333333333336
male,group B,master's degree,standard,none,married,regularly,no,5,school_bus,> 10,82,81,80,81.0
male,group D,some high school,free/reduced,none,widowed,never,yes,1,school_bus,< 5,58,61,54,57.666666666666664
female,group D,high school,standard,none,single,regularly,yes,0,private,5 - 10,65,69,69,67.66666666666667
male,group E,some college,standard,none,single,sometimes,yes,1,school_bus,> 10,95,87,79,87.0
male,group A,high school,standard,none,divorced,sometimes,yes,3,school_bus,5 - 10,59,54,56,56.333333333333336
female,group E,high school,standard,none,married,regularly,no,2,school_bus,5 - 10,72,71,73,72.0
female,group D,some college,free/reduced,none,divorced,regularly,yes,3,school_bus,> 10,65,75,79,73.0
female,group E,some college,standard,completed,single,regularly,yes,1,private,5 - 10,73,83,79,78.33333333333333
male,group E,associate's degree,standard,none,married,sometimes,yes,1,private,5 - 10,80,69,69,72.66666666666667
male,group D,associate's degree,standard,none,widowed,sometimes,no,4,school_bus,5 - 10,65,67,61,64.33333333333333
